name,image,url,title
"SCHNEIDER CONTACTOR 25 شنايدر كونتاكتور LC1D25M7 220V",https://cdn.salla.sa/vXZPEy/561fc47a-36c3-4ef8-aa7f-3b1d63425959-500x500-wJ4xvoVp0b7BpUrGI2X7TxSedkB27UJ5YoIEzjcO.jpg,https://elburoj.com/en/Schneider--Distribution-Box-18-lines--White/p558061339,"Shop Deals on Schneider Distribution Box with only 928.7 SAR"
ش,https://cdn.salla.sa/vXZPEy/022c7a4a-fb46-4a78-b183-4c9ffc79a445-500x500-Pow6ZRnxOIK07ff8kgjKRfxeP6lsP5GIJf485GKw.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-18-بول-100-امبير-dbx318mez100fd/p1932031588,"لوحة توزيع كهربائية ديسبو من شنايدر - 18 بول - 100 امبير - DBX318MEZ100FD"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/022c7a4a-fb46-4a78-b183-4c9ffc79a445-500x500-Pow6ZRnxOIK07ff8kgjKRfxeP6lsP5GIJf485GKw.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-board-18-lines-100-amps-dbx318mez100fd/p1932031588,"Schneider Dispo Electrical Distribution Board - 18 Lines - 100 Amps - DBX318MEZ100FD"
ش,https://cdn.salla.sa/vXZPEy/3540c019-ffbd-4379-ab54-0ab9f4f40c26-500x500-6eYOccW8i2127QpXs5YQm8wi0uXu6NkXj6B0Y9X7.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-160-امبير-easypact-ezc250n3160-tmd/p517190758,"قاطع رئيسي ثلاثي القطب EZC250N3160 من شنايدر"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/3540c019-ffbd-4379-ab54-0ab9f4f40c26-500x500-6eYOccW8i2127QpXs5YQm8wi0uXu6NkXj6B0Y9X7.jpg,https://elburoj.com/en/schneider-3-pole-main-circuit-breaker-160-amps-easypact-ezc250n3160-tmd/p517190758,"Schneider 3 Pole Main Circuit Breaker - 160 Amps - Easypact EZC250N3160,TMD"
ش,https://cdn.salla.sa/vXZPEy/92b786ce-91f6-4ce2-b6b5-033ad3cffb07-500x500-9hsd54u38dnsF0c2gElor71uRQnAYkgMsOmFPYuX.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-18-بول-150-امبير-dbx318mez150fd/p341971297,"لوحة توزيع كهربائية ديسبو من شنايدر - 18 بول - 150 امبير - DBX318MEZ150FD"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/92b786ce-91f6-4ce2-b6b5-033ad3cffb07-500x500-9hsd54u38dnsF0c2gElor71uRQnAYkgMsOmFPYuX.jpg,https://elburoj.com/en/schneider-dispo-electrical-distribution-board-18-lines-150-amps-dbx318mez150fd/p341971297,"Schneider Dispo Electrical Distribution Board - 18 Lines - 150 Amps - DBX318MEZ150FD"
ش,https://cdn.salla.sa/vXZPEy/cf8b0094-ab95-456d-9303-a4e07badd97d-500x500-oPixmjZD8I2q7TV3icBiVKaIwv4Y0q4mQUCsDvAE.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-عمودية-من-شنايدر-12-بول-100-امبير-res312ez100-tpn/p1716465762,"اشترِ لوحة توزيع كهربائية ديسبو شنايدر 12 خط"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/cf8b0094-ab95-456d-9303-a4e07badd97d-500x500-oPixmjZD8I2q7TV3icBiVKaIwv4Y0q4mQUCsDvAE.jpg,https://elburoj.com/en/schneider-vertical-dispo-electrical-distribution-panel-12-lines-100-amps-res312ez100-tpn/p1716465762,"Schneider Vertical Dispo Electrical Distribution Panel - 12 Lines - 100 Amps - RES312EZ100,TPN"
ش,https://cdn.salla.sa/vXZPEy/e517d103-bf74-4f90-bb96-c21eeb11c75e-500x500-ejrJT6CKkH3Am771If08mTrTSIDSM18cgkv1GZ4J.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ديسبو-من-شنايدر-36-بول-250-امبير-dbx336mez250fd/p1608490349,"لوحة توزيع كهربائية ديسبو من شنايدر - 36 بول - 250 امبير - DBX336MEZ250FD"
ش,https://cdn.salla.sa/vXZPEy/9580dd9c-9aef-44c2-a9b0-ad9c0eff3a43-500x500-U38dSVN2KbqUpHUPnmm8NjVMjRu0iSngBItL4E1g.jpg,https://elburoj.com/ar/لوحة-توزيع-كهربائية-ريسبو-عمودية-من-شنايدر-24-بول-100-امبير-res324ez100-tpn/p1896888426,"لوحة توزيع كهربائية ريسبو عمودية من شنايدر - 24 بول - 100 امبير - RES324EZ100,TPN"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/9580dd9c-9aef-44c2-a9b0-ad9c0eff3a43-500x500-U38dSVN2KbqUpHUPnmm8NjVMjRu0iSngBItL4E1g.jpg,https://elburoj.com/en/schneider-respo-vertical-electrical-distribution-panel-24-lines-100-amps-res324ez100-tpn/p1896888426,"Schneider RESPO Vertical Electrical Distribution Panel - 24 Lines - 100 Amps - RES324EZ100,TPN"
"C Channel 1mm",https://cdn.salla.sa/vXZPEy/5aff6c12-30a4-4e05-a7ad-70d8cf17a9b3-500x500-ccRTepVzk4bJo71DB14QpTd4OoMkZ3IMAxuPeFuq.jpg,https://elburoj.com/ar/كونتاكتور-شنايدر/p1123895147,"اشترِ كونتاكتور شنايدر ثلاثي 50 امبير LC1D50M"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/5aff6c12-30a4-4e05-a7ad-70d8cf17a9b3-500x500-ccRTepVzk4bJo71DB14QpTd4OoMkZ3IMAxuPeFuq.jpg,https://elburoj.com/en/Schneider-Contactor-TeSys-Deca---3-poles---AC-3-440V-50-A/p1123895147,"Schneider Contactor TeSys Deca - 3 poles - AC-3 440V 50 A"
ش,https://cdn.salla.sa/vXZPEy/aaaaee05-1d9b-4d63-8d08-b6240b74845b-500x500-6RbduwhjW8v4KKLSQXcFcBu5XJMfdpCPOVJkc9b1.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-2-بول-16-امبير-domae-c-curve-17060/p1856013685,"قاطع فرعي 17060 Domae من شنايدر 2 بول 16 امبير"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/aaaaee05-1d9b-4d63-8d08-b6240b74845b-500x500-6RbduwhjW8v4KKLSQXcFcBu5XJMfdpCPOVJkc9b1.jpg,https://elburoj.com/en/schneider-sub-breaker-2-lines-16-amp-domae-c-curve-17060/p1856013685,"Schneider Sub Breaker - 2 Lines - 16 Amp - Domae, C Curve - 17060"
ش,https://cdn.salla.sa/vXZPEy/e6b8210a-70c5-4b26-9307-01bad7a0c03c-500x500-qEqOdxP4vV4JKgehIUysmySRmiv391DK1Zgtv4SU.jpg,https://elburoj.com/ar/كونتاكتور-ثنائي-القطب-من-شنايدر-220-240-تيار-متردد-40-امبير-tesys-gc-contactor-gc4020m6/p948806774,"تسوق كونتاكتور ثنائي القطب 40 امبير موديل GC4020M6 من شنايدر"
"SCHNEIDER CONTACTOR 25 شنايدر كونتاكتور LC1D25M7 220V",https://cdn.salla.sa/vXZPEy/e6b8210a-70c5-4b26-9307-01bad7a0c03c-500x500-qEqOdxP4vV4JKgehIUysmySRmiv391DK1Zgtv4SU.jpg,https://elburoj.com/en/schneider-bipolar-contactor-220-240-ac-40-amps-tesys-gc-contactor-gc4020m6/p948806774,"Schneider Bipolar Contactor - 220 : 240 AC - 40 Amps - TeSys GC Contactor GC4020M6"
ش,https://cdn.salla.sa/vXZPEy/57da43d7-c9b4-4708-94d9-166f48ab773c-500x500-ioZLnsCCvPgie9tcanE3P0YKHyHFtNxB73NDfmck.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-32-امبير-domae-c-curve-17083/p1573277555,"قاطع فرعي 17083 Domae من شنايدر 3 بول 32 امبير"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/57da43d7-c9b4-4708-94d9-166f48ab773c-500x500-ioZLnsCCvPgie9tcanE3P0YKHyHFtNxB73NDfmck.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-32-amps-domae-c-curve-17083/p1573277555,"Schneider Sub Breaker - 3 Lines - 32 Amps - Domae, C Curve - 17083"
ش,https://cdn.salla.sa/vXZPEy/f4698f95-910b-4941-b47a-935143bfdbca-500x500-m5Jk396zYWrPkkux0ysXBe2HWJMWnFzbOc4QsJoB.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-40-امبير-domae-c-curve-17084/p799239804,"قاطع فرعي 17084 Domae من شنايدر 3 بول 40 امبير"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/f4698f95-910b-4941-b47a-935143bfdbca-500x500-m5Jk396zYWrPkkux0ysXBe2HWJMWnFzbOc4QsJoB.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-40-amps-domae-c-curve-17084/p799239804,"Schneider Sub Breaker - 3 Lines - 40 Amps - Domae, C Curve - 17084"
ش,https://cdn.salla.sa/vXZPEy/dce6ad6f-ef00-4e91-897d-4fc75a3fda66-500x500-y4mdRJ8lAEvdRYLzkw1vpGaOsYhrU5mKvsOimcI7.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-2-بول-32-امبير-domae-c-curve-17063/p1263971454,"قاطع فرعي Domae 17063 من شنايدر 2 بول 32 امبير"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/dce6ad6f-ef00-4e91-897d-4fc75a3fda66-500x500-y4mdRJ8lAEvdRYLzkw1vpGaOsYhrU5mKvsOimcI7.jpg,https://elburoj.com/en/schneider-sub-breaker-2-lines-32-amp-domae-c-curve-17063/p1263971454,"Schneider Sub Breaker - 2 Lines - 32 Amp - Domae, C Curve - 17063"
ش,https://cdn.salla.sa/vXZPEy/ba4ead22-ef89-4c06-81f0-d3c97509d38b-500x500-PWHzfx0CchGmgcmEzkWnF1rFh3NXmfo03jpGk0iF.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-3-بول-50-امبير-acti9-ic60n-c-curve-a9f44350/p1998121592,"قاطع فرعي A9F44350 من شنايدر 3 بول 50 امبير"
"SCHNEIDER BREAKER MCCB  ثلثي قاطع /EZ100N 3P80A 18KA",https://cdn.salla.sa/vXZPEy/ba4ead22-ef89-4c06-81f0-d3c97509d38b-500x500-PWHzfx0CchGmgcmEzkWnF1rFh3NXmfo03jpGk0iF.jpg,https://elburoj.com/en/schneider-sub-breaker-3-lines-50-amps-acti9-ic60n-c-curve-a9f44350/p1998121592,"Schneider Sub Breaker - 3 Lines - 50 Amps - ACTI9 iC60N, C Curve - A9F44350"
"C Channel 1mm",https://cdn.salla.sa/vXZPEy/137e3349-fa17-45bf-8407-33c7c85c28c0-500x500-m6vnpIX5Jbd8RezYtSDsJJ0axi7FwXq5eOrGhifb.jpg,https://elburoj.com/ar/قاطع-فرعي-من-شنايدر-1-بول-50-امبير-acti9-ic60n-c-curve-a9f44150/p1088751993,"قاطع فرعي ACTI9 iC60N من شنايدر 1 بول 50 امبير"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/137e3349-fa17-45bf-8407-33c7c85c28c0-500x500-m6vnpIX5Jbd8RezYtSDsJJ0axi7FwXq5eOrGhifb.jpg,https://elburoj.com/en/schneider-sub-breaker-1-line-50-amps-acti9-ic60n-c-curve-a9f44150/p1088751993,"Schneider Sub Breaker - 1 Line - 50 Amps - ACTI9 iC60N, C Curve - A9F44150"
ش,https://cdn.salla.sa/vXZPEy/7fad788a-74f2-4cc9-8f6e-040478b8f378-500x500-knnRXycMebvlmO8ACKlFxPqek4l08axDGaAF1Ht8.jpg,https://elburoj.com/ar/قاطع-رئيسي-ثلاثي-القطب-من-شنايدر-125-امبير-easypact-tmd-ezc250n3125/p1047811652,"قاطع رئيسي ثلاثي القطب EZC250N3125 من شنايدر"
ش,https://cdn.salla.sa/vXZPEy/5486f8ff-6e9f-4f81-9e2a-2ab42024834d-500x500-OWW01gaWXFSn3SK1Pwd5QgywPGmOpqA2iW9ZITKV.jpg,https://elburoj.com/ar/قاطع-حمايه-من-التسريب-الارضي-من-شنايدر-1-بول-32-امبير-acti9-ic60-rcbo-a9d11832-c-curve/p872723271,"اشترِ قاطع حمايه من التسريب الارضي 1 خط 32 امبير من شنايدر"
"U PVC male adapter 1 inch",https://cdn.salla.sa/vXZPEy/5486f8ff-6e9f-4f81-9e2a-2ab42024834d-500x500-OWW01gaWXFSn3SK1Pwd5QgywPGmOpqA2iW9ZITKV.jpg,https://elburoj.com/en/schneider-ground-leakage-protection-circuit-breaker-1-line-32-amps-acti9-ic60-rcbo-a9d11832-c-curve/p872723271,"Schneider Ground Leakage Protection Circuit Breaker - 1 Line - 32 Amps - Acti9 iC60 - RCBO A9D11832, C Curve"
ش,https://cdn.salla.sa/vXZPEy/wDd7vfSjnOp8rdNtqbdX0XSqn07MdCMNEZkfqmoN.jpg,https://elburoj.com/ar/سبوت-لايت-من-هيونداي-مقاس-7-سم-بقدرة-7-وات-3000-كلفن/p766185538,"اشترِ سبوت لايت من هيونداي 7 سم - بقدرة 7 وات"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/UTRU9ZcBLTReUrBDHGBaVsK2nzKME20qKmXmvg8P.jpg,https://elburoj.com/en/hyundai-led-strip-10-12w-m-50mtr-warm/p1370923863,"Hyundai LED Strip 10 12W M/50Mtr - Warm"
ا,https://cdn.salla.sa/vXZPEy/b33f698d-0f7b-49de-ba7e-4872fb73030c-500x500-d5149GdOvHT6BjJy5aGHVyxK5pOFOMDyopplDTMA.jpg,https://elburoj.com/ar/ثناية-مواسير-بلاستيك-مقاس-25-مل-من-بحرة/p311933856,"تسوق ثناية مواسير بلاستيك بمقاس 25 مل من ماركة بحره"
ش,https://cdn.salla.sa/vXZPEy/16a71bd7-0f06-4c37-92ca-39dd3180607d-500x500-v8oCSMpjGyCHdw3RCJ1b39PCuvK0VphtO9IV3GLv.jpg,https://elburoj.com/ar/ثناية-مواسير-بلاستيك-مقاس-20-مل-من-بحرة/p1046084002,"اشترِ ثناية مواسير بلاستيك بمقاس 20 مل من بحره"
"20	مفتاح لمبات جداري 1 زر لون أبيض ULTRA LIGHT	5	حبة",https://cdn.salla.sa/vXZPEy/16a71bd7-0f06-4c37-92ca-39dd3180607d-500x500-v8oCSMpjGyCHdw3RCJ1b39PCuvK0VphtO9IV3GLv.jpg,https://elburoj.com/en/two-bahra-plastic-pipes-size-20-mm/p1046084002,"Two Bahra plastic pipes, size 20 mm"
ا,https://cdn.salla.sa/vXZPEy/27f7201a-d250-4b3c-815b-6062d84a9cab-500x500-rq9vzRF0BKSw7uTBkopiCIGCb5zLSSmESuu0YeB8.jpg,https://elburoj.com/ar/سوستة-سحب-الكابلات-و-الاسلاك-مقاس-15-متر/p937969325,"تسوق سوستة سحب الكابلات و الاسلاك 15 متر"
ش,https://cdn.salla.sa/vXZPEy/08d0f8a6-74ba-4209-89c0-5c4e7b600c06-500x500-9Ick5ZqtA4H3U6OmdUgS6hZURhAAInq5REYQZmuU.jpg,https://elburoj.com/ar/سوسته-سحب-سلك/p1402176687,"اشترِ سوسته سحب سلك وكابلات بمقاس 30 متر"
ش,https://cdn.salla.sa/vXZPEy/ebb028ca-be7e-4576-adb6-b4128220e814-500x500-iE6gkOJatneuSNeMenhsQDv6YnfFfSg3Lplq0pVw.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-9-10077-فضي/p278818230,"اشترِ مفتاح مشترك من اوسكو مقاس 9 موديل 10077"
ش,https://cdn.salla.sa/vXZPEy/cf3e22c3-4685-477a-8141-63250f8618ba-500x500-1Smd3slhX7FU8ETkkpCvsil0VrI4m2AeWK4rZC9h.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-10-10078-فضي/p1650756791,"تسوق مفتاح مشترك من اوسكو مقاس 10 موديل 10078"
"- m*2.10m1.20",https://cdn.salla.sa/vXZPEy/cf3e22c3-4685-477a-8141-63250f8618ba-500x500-1Smd3slhX7FU8ETkkpCvsil0VrI4m2AeWK4rZC9h.jpg,https://elburoj.com/en/osco-10078-shared-key-silver/p1650756791,"Osco Combination Wrench - Size 10 - 10077 - Silver"
ش,https://cdn.salla.sa/vXZPEy/4ba26b49-b00a-4ba7-bb3e-1a840f018b6e-500x500-jrE8GfRc3x57gTs1LkrJzQdlqm3a2nyITDbT16tW.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-13-10081-فضي/p237947569,"اشترِ مفتاح مشترك من اوسكو مقاس 13 موديل 10081"
"مفتاح ثلاثي اسود 16 امبير 7*7 NAS",https://cdn.salla.sa/vXZPEy/f4a1238d-814e-4d3d-a332-79f3d17b1791-500x500-oeXLIOGJEL1h3BdcpjIbasbowaA6GVYApVRLQDe7.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-16-10084-فضي/p1477175730,"تسوق مفتاح مشترك من اوسكو مقاس 16 موديل 10084"
ش,https://cdn.salla.sa/vXZPEy/839fae56-c3b3-45fb-bb5a-cdb5394cfdcc-500x500-niNLBWLMtRu3zJpt4LOfTO0TGZttQqIPqDLb3n5u.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-17-10085-فضي/p902826163,"اشترِ مفتاح مشترك من اوسكو مقاس 17 موديل 10085"
ش,https://cdn.salla.sa/vXZPEy/a03c225f-6bb2-4e6d-8500-080119af447e-500x500-bRjEzLUPbMed1PC7lVKNjuvUVxv2xUnqb3gKqoyz.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-18-10086-فضي/p1369061053,"اشترِ مفتاح مشترك من اوسكو مقاس 18 موديل 10086"
ش,https://cdn.salla.sa/vXZPEy/de8f158a-7c0e-4650-a0e8-959c3eb3f16a-500x500-TczMKS9YsJRTELMNWBfOsHswT3Gib0AKeeAD1117.jpg,https://elburoj.com/ar/مفتاح-مشترك-من-اوسكو-مقاس-19-10087-فضي/p593974718,"اشترِ مفتاح مشترك من اوسكو مقاس 19 موديل 10087"
ش,https://cdn.salla.sa/vXZPEy/598ce96e-9941-40a6-a39b-672e1ef54c16-500x500-IB9AonLldHwemuA4uT4kN3alXZITB6EGBVrFkUtt.jpg,https://elburoj.com/ar/مفتاح-مشترك-اتوماتيك-متحرك-10617-من-اوسكو-فضي/p735623809,"تسوق مفتاح مشترك اتوماتيك متحرك من اوسكو 10617"
ا,https://cdn.salla.sa/vXZPEy/95c8158d-16d4-4408-890a-34e00393f89d-500x500-f0TKeDIoh8wNA83LgamXymh6S1hj57uZoaiYEahB.jpg,https://elburoj.com/ar/مفتاح-حرف-t-معزول-10525-من-اوسكو-فضي/p1718345867,"تسوق مفتاح حرف T معزول من اوسكو 10525 فضي"
ش,https://cdn.salla.sa/vXZPEy/d42f9f62-8a20-4aa8-8bcd-be00806b01e0-500x500-EDoVbHONG8Hkqx1bLyBnszEvrIwN4A1JBiUIVNlq.jpg,https://elburoj.com/ar/زرادية-عادي-10072-من-اوسكو-برتقالى-x-اسود/p808456084,"اشترِ زرادية عادي من اوسكو برتقالى x اسود"
ش,https://cdn.salla.sa/vXZPEy/ef63f992-3d4d-4408-98b0-5439975a756c-500x500-maReYYPAkHcACHqUq3cKvO9MvnRZkevJU9RPVMrP.jpg,https://elburoj.com/ar/قطاعة-سلك-كماشة-من-اوسكو-10061-احمر-x-اسود/p1610239382,"اشترِ قطاعة سلك (كماشة) من اوسكو 10061"
Cutter,https://cdn.salla.sa/vXZPEy/ef63f992-3d4d-4408-98b0-5439975a756c-500x500-maReYYPAkHcACHqUq3cKvO9MvnRZkevJU9RPVMrP.jpg,https://elburoj.com/en/wire-cutter-pliers-10061-from-osco-red-amp-black/p1610239382,"Wire cutter - pliers 10061 from Osco - red & black"
ش,https://cdn.salla.sa/vXZPEy/232d28a7-bb6d-4aa8-9e13-61b42e9a6025-500x500-HMK5sb7934YXIri71MUOa3Rl6gCn7cQDq2L2J9A3.jpg,https://elburoj.com/ar/قطاعة-سلك-كماشة-من-اوسكو-10062-احمر-x-اسود/p700935319,"تسوق قطاعة سلك (كماشة) من اوسكو 10062"
Cutter,https://cdn.salla.sa/vXZPEy/232d28a7-bb6d-4aa8-9e13-61b42e9a6025-500x500-HMK5sb7934YXIri71MUOa3Rl6gCn7cQDq2L2J9A3.jpg,https://elburoj.com/en/wire-cutter-pliers-10062-from-osco-red-amp-black/p700935319,"Wire cutter - pliers 10062 from Osco - red & black"
ا,https://cdn.salla.sa/vXZPEy/ca53b911-ac73-4a64-949a-377558a2de48-500x500-gEL0q0MVxyJRfl8lOX7hH5wpPWHGp9ua14xtwCge.jpg,https://elburoj.com/ar/زرادية-من-اوسكو-jsa-10800-اسود-x-برتقالى/p1125775260,"تسوق زرادية من اوسكو JSA 10800 اسود x برتقالى"
ش,https://cdn.salla.sa/vXZPEy/444e4779-30fa-4403-b548-129395b9c5a2-500x500-xrDNVVDX6uKELumnu2w7TkiJlsVxhcBj448CKPMP.jpg,https://elburoj.com/ar/زرادية-من-اوسكو-jsa-10851-اسود-x-برتقالى/p484841117,"اشترِ زرادية من اوسكو JSA 10851 اسود x برتقالى"
ش,https://cdn.salla.sa/vXZPEy/4cca4761-13b3-43f8-ab29-9319ea0eb9e9-500x500-nUaFehpGLkN3RsQP88gUCoVxJCSeUFjnVdpL0qnM.jpg,https://elburoj.com/ar/قطاعة-من-اوسكو-jsa-10852-اسود-x-برتقالى/p1858287006,"اشترِ قطاعة من اوسكو JSA 10852 اسود x برتقالى"
ش,https://cdn.salla.sa/vXZPEy/ed9436b2-9108-43d1-b4bc-2666143bd53b-500x500-iyZDMgH0TgVElyiMKDknkIJYBUJzSgu3ezP3w1dt.jpg,https://elburoj.com/ar/قطاعة-من-اوسكو-jsa-10853-اسود-x-برتقالى/p950555807,"اشترِ قطاعة من اوسكو JSA 10853 اسود x برتقالى"
ش,https://cdn.salla.sa/vXZPEy/bd25b57e-6f51-4c58-9ef9-49eb7aad1761-500x500-zlxUasjhgBHOYa3PaFIBTsfAe9ejWjuKvX2fMyih.jpg,https://elburoj.com/ar/قشارة-اسلاك-متعددة-الاستخدامات-10762-من-اوسكو-اسود-x-احمر/p1575157732,"اشترِ قشارة اسلاك متعددة الاستخدامات من اوسكو"
ا,https://cdn.salla.sa/vXZPEy/47fbd37c-c765-47dd-92d7-704d90909d99-500x500-sw9odguQWDbuljsOj6BhTxhw1CutYTvBxTs3KdK0.jpg,https://elburoj.com/ar/مفك-دق-عادي-من-اوسكو-10031/p1515865327,"تسوق مفك دق عادي من اوسكو موديل 10031"
Screw,https://cdn.salla.sa/vXZPEy/47fbd37c-c765-47dd-92d7-704d90909d99-500x500-sw9odguQWDbuljsOj6BhTxhw1CutYTvBxTs3KdK0.jpg,https://elburoj.com/en/osco-10031-regular-hammer-screwdriver/p1515865327,"Osco 10031 regular hammer screwdriver"
ش,https://cdn.salla.sa/vXZPEy/54e7b9a8-48af-4a6f-bcfa-20a4e339688a-500x500-B3YiJOy7vaYgyH7T7XXqDCbiZK3XD4ClW2zCxxoa.jpg,https://elburoj.com/ar/مفك-مربع/p1232670453,"اشترِ مفك مربع من اوسكو موديل 10556"
Screw,https://cdn.salla.sa/vXZPEy/54e7b9a8-48af-4a6f-bcfa-20a4e339688a-500x500-B3YiJOy7vaYgyH7T7XXqDCbiZK3XD4ClW2zCxxoa.jpg,https://elburoj.com/en/مفك-مربع/p1232670453,"Osco Red Square Screwdriver 10556 - Red"
ا,https://cdn.salla.sa/vXZPEy/890ba5ae-a37d-465a-9a4c-b9e1e9694501-500x500-DMwIUy1Lmu1AlQgf8pj6FRmWDG5zfQDLXFHCjCi0.jpg,https://elburoj.com/ar/مفك-راس-حبة-10811-من-اوسكو-احمر-x-اسود/p1191734256,"تسوق مفك راس حبة من اوسكو موديل 10811"
Screw,https://cdn.salla.sa/vXZPEy/890ba5ae-a37d-465a-9a4c-b9e1e9694501-500x500-DMwIUy1Lmu1AlQgf8pj6FRmWDG5zfQDLXFHCjCi0.jpg,https://elburoj.com/en/osco-10811-screwdriver-bit-red-amp-black/p1191734256,"Osco 10811 screwdriver bit - red & black"
ش,https://cdn.salla.sa/vXZPEy/fc657609-bf3b-4f54-80b7-548d8867fd0c-500x500-VXN9G89ul8WSpjr826aqAi6OGLJfNlbtpwbhA8th.jpg,https://elburoj.com/ar/مفك-حرف-t-وجه-اتوماتيك-10622-من-اوسكو-احمر-x-اسود/p1480783613,"اشترِ مفك حرف T وجه اتوماتيك من اوسكو موديل 10622"
Screw,https://cdn.salla.sa/vXZPEy/fc657609-bf3b-4f54-80b7-548d8867fd0c-500x500-VXN9G89ul8WSpjr826aqAi6OGLJfNlbtpwbhA8th.jpg,https://elburoj.com/en/osco-automatic-t-screwdriver-10622-red-amp-black/p1480783613,"Osco Automatic T Screwdriver 10622 - Red & Black"
ش,https://cdn.salla.sa/vXZPEy/34c42d31-f9d5-44bf-98e9-de492e7ebb16-500x500-rEeurGbHJvFl4qXlR8YjO5ZJ3bKPrseVKxYOVVz9.jpg,https://elburoj.com/ar/مفك-فاحص-10772-من-اوسكو-اصفر/p1372673016,"اشترِ مفك فاحص من اوسكو موديل 10772"
Screw,https://cdn.salla.sa/vXZPEy/34c42d31-f9d5-44bf-98e9-de492e7ebb16-500x500-rEeurGbHJvFl4qXlR8YjO5ZJ3bKPrseVKxYOVVz9.jpg,https://elburoj.com/en/osco-10772-yellow-cut-off-screwdriver-yellow/p1372673016,"Osco 10772 Yellow Cut-Off Screwdriver - Yellow"
ش,https://cdn.salla.sa/vXZPEy/c3eefd18-027f-49d8-a4bb-9eecd1737fa2-500x500-TO1mSdC5yrBUJT2xZj7hCrUVFmYsSXeJb9IZPAxZ.jpg,https://elburoj.com/ar/منشار-حديد-10484-من-اوسكو-احمر-x-اسود/p599683833,"تسوق منشار حديد من اوسكو موديل 10484"
ش,https://cdn.salla.sa/vXZPEy/4b873990-c930-4438-b95a-2379c36569ea-500x500-SfXaNBK8WTk6bXPMiBC8zZstOdGJr6oqz4bTwRai.jpg,https://elburoj.com/ar/مشرط-مع-غيار-10419-من-اوسكو-فضي/p1798045381,"تسوق مشرط مع غيار من اوسكو 10419"
ش,https://cdn.salla.sa/vXZPEy/fb843271-0d50-4f5e-9953-1a711b7d55cb-500x500-gqzlmU1R19HQXpQTNZEZECzF6CZEKyej2gtiAqzj.jpg,https://elburoj.com/ar/مشرط-معكوف-10496-من-اوسكو-فضي/p1156586950,"اشترِ مشرط معكوف من اوسكو 10496"
ش,https://cdn.salla.sa/vXZPEy/4fbf24e0-aef0-4fc6-b644-47ecd9b8b4ba-500x500-1VSGDEj05qjKwsnR4rAK2cAmiFmiOgPPBdksEpgt.jpg,https://elburoj.com/ar/مشرط-مع-غيار-10417-من-اوسكو-احمر-x-اسود/p383597767,"اشترِ مشرط مع غيار من اوسكو 10417"
